Scenario,Tool,Tasks,Phase,Iteration,Sample,Duration,Count
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,62,local cache size,0.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,63,total execution time,723.42,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,63,garbage collection time,23.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,63,local cache size,0.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,64,total execution time,747.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,64,garbage collection time,24.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,64,local cache size,0.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,65,total execution time,701.93,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,65,garbage collection time,0.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,65,local cache size,0.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,66,total execution time,746.26,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,66,garbage collection time,13.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,66,local cache size,0.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,67,total execution time,723.96,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,67,garbage collection time,18.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,67,local cache size,0.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,68,total execution time,793.08,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,68,garbage collection time,16.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,68,local cache size,0.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,69,total execution time,720.81,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,69,garbage collection time,25.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,69,local cache size,0.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,70,total execution time,712.86,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,70,garbage collection time,24.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,70,local cache size,0.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,71,total execution time,721.27,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,71,garbage collection time,25.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,71,local cache size,0.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,72,total execution time,701.43,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,72,garbage collection time,23.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,72,local cache size,0.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,73,total execution time,718.21,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,73,garbage collection time,23.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,73,local cache size,0.00,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,74,total execution time,751.30,1
Local change - no cache,Gradle 8.1-20230207104609+0000,:santa-tracker:assembleDebug,MEASURE,74,garbage collection time,25.00,1
