Scenario,Tool,Tasks,Phase,Iteration,Sample,Duration,Count
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,46,local build cache size,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,47,total execution time,788.13,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,47,garbage collection time,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,47,local build cache size,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,48,total execution time,733.50,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,48,garbage collection time,15.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,48,local build cache size,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,49,total execution time,837.58,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,49,garbage collection time,65.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,49,local build cache size,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,50,total execution time,751.27,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,50,garbage collection time,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,50,local build cache size,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,51,total execution time,730.09,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,51,garbage collection time,43.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,51,local build cache size,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,52,total execution time,775.62,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,52,garbage collection time,19.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,52,local build cache size,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,53,total execution time,750.72,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,53,garbage collection time,21.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,53,local build cache size,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,54,total execution time,841.90,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,54,garbage collection time,58.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,54,local build cache size,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,55,total execution time,814.18,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,55,garbage collection time,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,55,local build cache size,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,56,total execution time,761.88,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,56,garbage collection time,30.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,56,local build cache size,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,57,total execution time,794.92,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,57,garbage collection time,20.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,57,local build cache size,0.00,1
Local change - no cache,Gradle 8.1-20230208143954+0000,:santa-tracker:assembleDebug,MEASURE,58,total execution time,797.90,1
